node_id,node_type,specialization_label,label_definition
R_000436,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_000437,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000438,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000439,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000440,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000441,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000442,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000443,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_000444,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000445,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_000446,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_000447,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000448,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000449,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000450,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000451,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000452,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000453,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000454,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_000455,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000456,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000457,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000458,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000459,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_000460,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000461,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000462,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_000463,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000464,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000465,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000466,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_000467,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000468,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000469,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_000470,CV,specialized,specialized if exactly one skill community; generalist if more than one
